expression,reading,meaning,tags
変遷,へんせん,"change, transition, vicissitudes",JLPT N1
返答,へんとう,reply,JLPT N1
変動,へんどう,"change, fluctuation",JLPT N1
弁論,べんろん,"discussion, debate, argument",JLPT N1
穂,ほ,"ear (of plant), head (of plant)",JLPT N1
保育,ほいく,"nursing, nurturing, rearing",JLPT N1
ボイコット,ボイコット,boycott,JLPT N1
ポイント,ポイント,point,JLPT N1
法案,ほうあん,bill (law),JLPT N1
防衛,ぼうえい,"defense, protection, self-defense",JLPT N1
防火,ぼうか,"fire prevention, fire fighting, fire proof",JLPT N1
崩壊,ほうかい,"collapse, decay (physics), crumbling",JLPT N1
妨害,ぼうがい,"disturbance, obstruction, interference",JLPT N1
法学,ほうがく,"law, jurisprudence",JLPT N1
封建,ほうけん,feudalistic,JLPT N1
豊作,ほうさく,"abundant harvest, bumper crop",JLPT N1
方策,ほうさく,"plan, policy",JLPT N1
奉仕,ほうし,"attendance, service",JLPT N1
方式,ほうしき,"form, method, system",JLPT N1
放射,ほうしゃ,"radiation, emission",JLPT N1
放射能,ほうしゃのう,radioactivity,JLPT N1
報酬,ほうしゅう,"remuneration, recompense, reward",JLPT N1
放出,ほうしゅつ,"release, emit",JLPT N1
報じる,ほうじる,"to inform, to report",JLPT N1
報ずる,ほうずる,"to inform, to report",JLPT N1
紡績,ぼうせき,spinning,JLPT N1
呆然,ぼうぜん,"dumbfounded, overcome with surprise",JLPT N1
放置,ほうち,"leave as is, leave alone, neglect",JLPT N1
膨張,ぼうちょう,"expansion, swelling, increase",JLPT N1
法廷,ほうてい,courtroom,JLPT N1
報道,ほうどう,"coverage, report",JLPT N1
冒頭,ぼうとう,"beginning, start, outset",JLPT N1
暴動,ぼうどう,"insurrection, riot, uprising",JLPT N1
褒美,ほうび,"reward, prize",JLPT N1
暴風,ぼうふう,"storm, windstorm, gale",JLPT N1
葬る,ほうむる,"to bury, to entomb",JLPT N1
放り込む,ほうりこむ,to throw into,JLPT N1
放り出す,ほうりだす,"to throw out, to give up, to abandon",JLPT N1
暴力,ぼうりょく,violence,JLPT N1
飽和,ほうわ,saturation,JLPT N1
ホース,ホース,hose,JLPT N1
ポーズ,ポーズ,pause,JLPT N1
ホール,ホール,hall; hole,JLPT N1
保温,ほおん,"retaining warmth, keeping heat in, heat insulation",JLPT N1
捕獲,ほかく,"capture, seizure",JLPT N1
保管,ほかん,"custody, safekeeping, storage",JLPT N1
補給,ほきゅう,"supply, supplying, replenishment",JLPT N1
補強,ほきょう,reinforcement,JLPT N1
募金,ぼきん,"fund-raising, collection of funds",JLPT N1
牧師,ぼくし,"pastor, minister, clergyman",JLPT N1
捕鯨,ほげい,whaling,JLPT N1
惚ける,ぼける,"to grow senile, to fade",JLPT N1
保険,ほけん,"insurance, guarantee",JLPT N1
母校,ぼこう,alma mater,JLPT N1
母国,ぼこく,one's home country (same as 自分の国 (じぶんのくに)),JLPT N1
誇る,ほこる,"to boast of, to be proud of",JLPT N1
綻びる,ほころびる,"to come apart at the seams, to smile broadly",JLPT N1
干し～,ほし～,dried ~,JLPT N1
ポジション,ポジション,position,JLPT N1
干し物,ほしもの,dried washing (clothes,JLPT N1
保守,ほしゅ,"conservative, maintaining",JLPT N1
補充,ほじゅう,"supplementation, replenishment, replenishing",JLPT N1
補助,ほじょ,"assistance, support, auxiliary",JLPT N1
舗装,ほそう,"pavement, road surface",JLPT N1
補足,ほそく,"supplement, complement",JLPT N1
墓地,ぼち,"cemetery, graveyard",JLPT N1
発作,ほっさ,"fit, attack",JLPT N1
没収,ぼっしゅう,forfeited,JLPT N1
発足,ほっそく,"starting, inauguration",JLPT N1
ポット,ポット,pot,JLPT N1
ほっぺた,ほっぺた,cheek,JLPT N1
ぼつぼつ,ぼつぼつ,"gradually, here and there, spots",JLPT N1
没落,ぼつらく,"ruin, fall, collapse",JLPT N1
解ける,ほどける,"to come untied, to come apart",JLPT N1
施す,ほどこす,"to give, to conduct, to perform",JLPT N1
ほとり,ほとり,vicinity of lake; river,JLPT N1
ぼやく,ぼやく,"to grumble, to complain",JLPT N1
ぼやける,ぼやける,"to become dim, to become blurred",JLPT N1
保養,ほよう,"health preservation, recuperation, recreation",JLPT N1
捕虜,ほりょ,prisoner of war,JLPT N1
ボルト,ボルト,volt; bolt,JLPT N1
滅びる,ほろびる,"to be ruined, to perish, to be destroyed",JLPT N1
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin",JLPT N1
本格,ほんかく,"propriety, full-scale",JLPT N1
本館,ほんかん,main building,JLPT N1
本気,ほんき,"seriousness, truth, sanctity",JLPT N1
本国,ほんごく,one's own country,JLPT N1
本質,ほんしつ,"essence, true nature, reality",JLPT N1
本体,ほんたい,"substance, body, trunk",JLPT N1
本音,ほんね,"(one's) real intention, motive",JLPT N1
本能,ほんのう,instinct,JLPT N1
本場,ほんば,"home, best place, genuine",JLPT N1
ポンプ,ポンプ,pump,JLPT N1
本文,ほんぶん,"text (of document), body (of letter)",JLPT N1
本名,ほんみょう,real name,JLPT N1
マーク,マーク,mark,JLPT N1
マイ～,マイ～,"my ~, one's own ~",JLPT N1
マイクロフォン,マイクロフォン,microphone,JLPT N1
埋蔵,まいぞう,"buried property, treasure trove",JLPT N1
舞う,まう,"to dance, to flutter about, to revolve",JLPT N1
真上,まうえ,"just above, right overhead",JLPT N1
前売,まえうり,"advance sale, booking",JLPT N1
前置き,まえおき,"preface, introduction",JLPT N1
任す,まかす,"to entrust, to leave to a person",JLPT N1
負かす,まかす,to defeat,JLPT N1
賄う,まかなう,"to give board to, to provide meals, to pay",JLPT N1
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous",JLPT N1
紛れる,まぎれる,"to be diverted, to slip into",JLPT N1
真心,まごころ,"sincerity, devotion",JLPT N1
まごつく,まごつく,"to be confused, to be flustered",JLPT N1
誠,まこと,"truth, faith, fidelity",JLPT N1
誠に,まことに,"indeed, really (very polite), absolutely",JLPT N1
まさしく,まさしく,"surely, no doubt, evidently",JLPT N1
勝る,まさる,"to excel, to surpass, to out-rival",JLPT N1
～増し,～増し,~increase,JLPT N1
交える,まじえる,"to mix, to converse with, to cross (swords)",JLPT N1
真下,ました,"right under, directly below",JLPT N1
まして,まして,"still more, still less (with neg. verb), to say nothing of",JLPT N1
交わる,まじわる,"to cross, to intersect, to mingle with,",JLPT N1
麻酔,ますい,anesthesia,JLPT N1
またがる (うまを～),またがる (うまを～),to straddle,JLPT N1
待ち合わせ,まちあわせ,appointment,JLPT N1
待ち遠しい,まちどおしい,looking forward to,JLPT N1
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",JLPT N1
まちまち,まちまち,"various, different",JLPT N1
末期,まっき,"deathbed, hour of death",JLPT N1
真っ二つ,まっぷたつ,in two equal parts,JLPT N1
まと,まと,"mark, target",JLPT N1
纏まり,まとまり,"conclusion, settlement, consistency",JLPT N1
纏め,まとめ,"settlement, conclusion",JLPT N1
免れる,まぬがれる,"to escape from, to be exempted",JLPT N1
招き,まねき,invitation,JLPT N1
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)",JLPT N1
麻痺,まひ,"paralysis, palsy, numbness",JLPT N1
～まみれ,～まみれ,"covered with (by, in) ~",JLPT N1
眉,まゆ,eyebrow,JLPT N1
鞠,まり,ball,JLPT N1
丸ごと,まるごと,"in its entirety, whole, wholly",JLPT N1
まるっきり,まるっきり,"completely, perfectly, just as if",JLPT N1
丸々,まるまる,completely,JLPT N1
丸める,まるめる,"to make round, to round off, to roll up",JLPT N1
満月,まんげつ,full moon,JLPT N1
満場,まんじょう,"unanimous, whole audience",JLPT N1
真ん前,まんまえ,"right in front, under the nose",JLPT N1
真ん丸い,まんまるい,perfectly circular,JLPT N1
真ん円い,まんまるい,perfectly round,JLPT N1
～味,～み,~ cast (sense of taste),JLPT N1
見合い,みあい,formal marriage interview,JLPT N1
見合わせる,みあわせる,to exchange glances; to postpone,JLPT N1
見落とす,みおとす,"to overlook, to fail to notice",JLPT N1
未開,みかい,"savage land, backward region, uncivilized",JLPT N1
味覚,みかく,"taste, palate, sense of taste",JLPT N1
幹,みき,(tree) trunk,JLPT N1
見苦しい,みぐるしい,"unsightly, ugly",JLPT N1
見込み,みこみ,"prospects, expectation, hope",JLPT N1
未婚,みこん,unmarried,JLPT N1
未熟,みじゅく,"inexperience, unskilled, immature",JLPT N1
微塵,みじん,"particle, atom",JLPT N1
水気,みずけ,"moisture, dampness",JLPT N1
ミスプリント,ミスプリント,misprint,JLPT N1
みすぼらしい,みすぼらしい,"shabby, seedy",JLPT N1
ミセス,ミセス,Mrs.,JLPT N1
見せびらかす,みせびらかす,"to show off, to flaunt",JLPT N1
見せ物,みせもの,"show, exhibition",JLPT N1
溝,みぞ,"ditch, drain, gutter, gap",JLPT N1
満たす,みたす,"to satisfy, to ingratiate, to fill, to fulfill",JLPT N1
乱す,みだす,"to throw out of order, to disarrange, to disturb",JLPT N1
乱れる,みだれる,"to get confused, to be disordered, to be disturbed",JLPT N1
未知,みち,not yet known,JLPT N1
身近,みぢか,"near oneself, close to one, familiar",JLPT N1
導く,みちびく,"to be guided, to be shown",JLPT N1
密集,みっしゅう,"crowd, close formation, dense",JLPT N1
密接,みっせつ,"connected, close, intimate",JLPT N1
密度,みつど,density,JLPT N1
見積もり,みつもり,"estimation, quotation",JLPT N1
未定,みてい,"not yet fixed, undecided, pending",JLPT N1
見通し,みとおし,"perspective, unobstructed view, prospect",JLPT N1
見なす,みなす,"to consider as, to regard",JLPT N1
源,みなもと,"source, origin",JLPT N1
見習う,みならう,to follow another's example,JLPT N1
身なり,みなり,personal appearance,JLPT N1
峰,みね,"peak, ridge",JLPT N1
身の上,みのうえ,"one's future, one's welfare, one's personal history",JLPT N1
見逃す,みのがす,"to miss, to overlook, to leave at large",JLPT N1
身の回り,みのまわり,"one's personal appearance, personal belongings",JLPT N1
見計らう,みはからう,to choose at one's own discretion,JLPT N1
見晴らし,みはらし,view,JLPT N1
身振り,みぶり,gesture,JLPT N1
脈,みゃく,pulse,JLPT N1
ミュージック,ミュージック,music,JLPT N1
未練,みれん,"lingering affection, attachment, regret(s)",JLPT N1
見渡す,みわたす,"to look out over, to survey (scene), to take an extensive view of",JLPT N1
民宿,みんしゅく,private house providing lodging and meals to tourists,JLPT N1
民族,みんぞく,"people, race",JLPT N1
民俗,みんぞく,folk customs,JLPT N1
無意味,むいみ,"nonsense, no meaning",JLPT N1
ムード,ムード,mood,JLPT N1
無口,むくち,reticence,JLPT N1
婿,むこ,son-in-law,JLPT N1
無効,むこう,"invalid, no effect, unavailable",JLPT N1
無言,むごん,silence,JLPT N1
無邪気,むじゃき,"innocence, simple-mindedness",JLPT N1
むしる,むしる,"to pluck, to pick, to tear",JLPT N1
結び,むすび,"ending, conclusion, union",JLPT N1
結び付き,むすびつき,"connection, relation",JLPT N1
結び付く,むすびつく,"to be connected or related, to join together",JLPT N1
結び付ける,むすびつける,"to combine, to join, to tie on, to attach with a knot",JLPT N1
無線,むせん,"wireless, radio",JLPT N1
無駄遣い,むだづかい,"waste money on, squander money on",JLPT N1
無断,むだん,"without permission, without notice",JLPT N1
無知,むち,ignorance,JLPT N1
無茶,むちゃ,"absurd, unreasonable",JLPT N1
無茶苦茶,むちゃくちゃ,"confused, jumbled, mixed up, unreasonable",JLPT N1
空しい,むなしい,"vacant, futile, vain",JLPT N1
無念,むねん,"chagrin, regret",JLPT N1
無能,むのう,"inefficiency, incompetence",JLPT N1
無闇に,むやみに,"unreasonably, absurdly, at random",JLPT N1
無用,むよう,"useless, needlessness, unnecessariness",JLPT N1
斑,むら,"unevenness, inconsistency, irregularity",JLPT N1
群がる,むらがる,"to swarm, to gather",JLPT N1
無論,むろん,"of course, naturally",JLPT N1
名産,めいさん,noted product,JLPT N1
名称,めいしょう,name,JLPT N1
命中,めいちゅう,a hit,JLPT N1
明白,めいはく,"obvious, clear",JLPT N1
名簿,めいぼ,register of names,JLPT N1
名誉,めいよ,"honor, credit, prestige",JLPT N1
明瞭,めいりょう,clarity,JLPT N1
明朗,めいろう,"bright, clear, cheerful",JLPT N1
メーカー,メーカー,manufacturer,JLPT N1
目方,めかた,weight,JLPT N1
恵み,めぐみ,blessing,JLPT N1
恵む,めぐむ,"to bless, to show mercy to",JLPT N1
目覚しい,めざましい,"brilliant, remarkable",JLPT N1
目覚める,めざめる,to wake up,JLPT N1
召す,めす,"to call, to send for, to put on",JLPT N1
雌,めす,female (animal),JLPT N1
目付き,めつき,"look, expression of the eyes, eyes",JLPT N1
滅亡,めつぼう,"downfall, collapse, destruction",JLPT N1
メディア,メディア,media,JLPT N1
目途,めど,"goal, outlook",JLPT N1
目盛,めもり,"scale, gradations",JLPT N1
メロディー,メロディー,melody,JLPT N1
面会,めんかい,interview,JLPT N1
免除,めんじょ,"exemption, exoneration, discharge",JLPT N1
面する,めんする,"to face on, to look out on to",JLPT N1
面目,めんぼく,"face, honor, reputation",JLPT N1
面目,めんもく,"face, honor, reputation",JLPT N1
～網,～もう,~ network,JLPT N1
設ける,もうける,"to create, to establish",JLPT N1
申し入れる,もうしいれる,"to propose, to suggest",JLPT N1
申込,もうしこみ,"application, request, proposal",JLPT N1
申出,もうしで,"request, claim, report",JLPT N1
申し出る,もうしでる,"to report to, to tell, to suggest",JLPT N1
申し分,もうしぶん,"objection, shortcomings",JLPT N1
盲点,もうてん,blind spot,JLPT N1
猛烈,もうれつ,"violent, vehement, rage",JLPT N1
モーテル,モーテル,motel,JLPT N1
もがく,もがく,"to struggle, to wriggle, to be impatient",JLPT N1
目録,もくろく,"catalogue, catalog, list",JLPT N1
目論見,もくろみ,"a plan, a scheme, intention",JLPT N1
模型,もけい,"model, dummy, marquette",JLPT N1
模索,もさく,groping (for),JLPT N1
もしかして,もしかして,"perhaps, possibly",JLPT N1
もしくは,もしくは,"or, otherwise",JLPT N1
もたらす,もたらす,"to bring, to take, to bring about",JLPT N1
持ち切り,もちきり,"hot topic, talk of the town",JLPT N1
目下,もっか,"at present, now",JLPT N1
専ら,もっぱら,"wholly, solely, entirely",JLPT N1
もてなす,もてなす,"to entertain, to make welcome",JLPT N1
もてる,もてる,"to be well liked, to be popular",JLPT N1
モニター,モニター,(computer) monitor,JLPT N1
物好き,ものずき,(idle) curiosity,JLPT N1
物足りない,ものたりない,"unsatisfied, unsatisfactory",JLPT N1
もはや,もはや,"already, now",JLPT N1
模範,もはん,"model, example",JLPT N1
模倣,もほう,"imitation, copying",JLPT N1
もめる,もめる,"to disagree, to dispute",JLPT N1
股,もも,"thigh, femur",JLPT N1
腿,もも,"thigh, femur",JLPT N1
催す,もよおす,"to hold (a meeting), to give (a dinner)",JLPT N1
漏らす,もらす,"to let leak, to reveal",JLPT N1
盛り上がる,もりあがる,"to rouse, to swell, to rise",JLPT N1
漏る,もる,"to leak, to run out",JLPT N1
漏れる,もれる,"to leak out, to escape, to filter out",JLPT N1
脆い,もろい,"brittle, fragile, tender-hearted",JLPT N1
もろに,もろに,"completely, altogether, bodily",JLPT N1
矢,や,arrow,JLPT N1
野外,やがい,"fields, outskirts, open air, suburbs",JLPT N1
～薬,～やく,medicine,JLPT N1
夜具,やぐ,bedding,JLPT N1
役職,やくしょく,"post, managerial position, official position",JLPT N1
役場,やくば,town hall,JLPT N1
やけに,やけに,"sure, very",JLPT N1
屋敷,やしき,mansion,JLPT N1
養う,やしなう,"to rear, to maintain, to cultivate",JLPT N1
野心,やしん,"ambition, aspiration",JLPT N1
安っぽい,やすっぽい,"cheap-looking, tawdry",JLPT N1
休める,やすめる,"to rest, to suspend, to give relief",JLPT N1
野生,やせい,wild,JLPT N1
奴,やつ,"(vulg.) fellow, guy, chap",JLPT N1
闇,やみ,"darkness, shady, illegal",JLPT N1
病む,やむ,"to fall ill, to be ill",JLPT N1
ややこしい,ややこしい,"puzzling, tangled, complicated, complex",JLPT N1
やりとおす,やりとおす,"to carry through, to achieve, to complete",JLPT N1
やりとげる,やりとげる,to accomplish,JLPT N1
和らげる,やわらげる,"to soften, to moderate, to relieve",JLPT N1
ヤング,ヤング,young,JLPT N1
～油,～ゆ,~ oil,JLPT N1
優位,ゆうい,"predominance, ascendancy, superiority",JLPT N1
憂鬱,ゆううつ,"depression, melancholy",JLPT N1
有益,ゆうえき,"beneficial, profitable",JLPT N1
優越,ゆうえつ,"supremacy, predominance, being superior to",JLPT N1
勇敢,ゆうかん,"bravery, heroism, gallantry",JLPT N1
夕暮れ,ゆうぐれ,"evening, (evening) twilight",JLPT N1
融資,ゆうし,"financing, loan",JLPT N1
有する,ゆうする,"to own, to be endowed with",JLPT N1
優勢,ゆうせい,"superiority, superior power, predominance",JLPT N1
優先,ゆうせん,"preference, priority",JLPT N1
誘導,ゆうどう,"guidance, leading, inducement",JLPT N1
融通,ゆうずう,"adaptability, versatility, finance",JLPT N1
優美,ゆうび,"grace, refinement, elegance",JLPT N1
有望,ゆうぼう,"good prospects, full of hope, promising",JLPT N1
遊牧,ゆうぼく,nomadism,JLPT N1
夕焼け,ゆうやけ,sunset,JLPT N1
有力,ゆうりょく,"influence, prominence; potent",JLPT N1
幽霊,ゆうれい,"ghost, specter, phantom",JLPT N1
誘惑,ゆうわく,"temptation, allurement, lure",JLPT N1
故,ゆえ,"reason, cause, circumstances",JLPT N1
歪む,ゆがむ,"to warp, to be crooked, to be distorted",JLPT N1
揺さぶる,ゆさぶる,"to shake, to jolt, to rock, to swing",JLPT N1
濯ぐ,ゆすぐ,"to rinse, to wash out",JLPT N1
ゆとり,ゆとり,"reserve, affluence, time (to spare)",JLPT N1
ユニーク,ユニーク,unique,JLPT N1
ユニフォーム,ユニフォーム,uniform,JLPT N1
指差す,ゆびさす,to point at,JLPT N1
弓,ゆみ,bow,JLPT N1
揺らぐ,ゆらぐ,"to swing, to sway, to shake",JLPT N1
緩む,ゆるむ,"to become loose, to slacken",JLPT N1
緩める,ゆるめる,"to loosen, to slow down",JLPT N1
緩やか,ゆるやか,lenient,JLPT N1
要因,よういん,"primary factor, main cause",JLPT N1
溶液,ようえき,solution,JLPT N1
用件,ようけん,business,JLPT N1
養護,ようご,"protection, nursing, protective care",JLPT N1
用紙,ようし,a form,JLPT N1
様式,ようしき,"style, form, pattern",JLPT N1
要する,ようする,"to demand, to require, to take",JLPT N1
要請,ようせい,"claim, demand, request, application",JLPT N1
様相,ようそう,aspect,JLPT N1
用品,ようひん,"articles, supplies, parts",JLPT N1
洋風,ようふう,western style,JLPT N1
用法,ようほう,"directions, rules of use",JLPT N1
要望,ようぼう,"demand for, request",JLPT N1
余暇,よか,"leisure, leisure time, spare time",JLPT N1
予感,よかん,"presentiment, premonition",JLPT N1
余興,よきょう,"side show, entertainment",JLPT N1
預金,よきん,"deposit, bank account",JLPT N1
欲,よく,"greed, wants",JLPT N1
抑圧,よくあつ,"restraint, oppression, suppression",JLPT N1
浴室,よくしつ,"bathroom, bath",JLPT N1
抑制,よくせい,"control, restraint, suppression",JLPT N1
欲深い,よくふかい,greedy,JLPT N1
欲望,よくぼう,"desire, appetite",JLPT N1
避ける,よける,"to avoid (physical contact with; to ward off, to avert",JLPT N1
予言,よげん,"prediction, promise, prognostication",JLPT N1
横綱,よこづな,sumo grand champion,JLPT N1
汚れ,よごれ,"dirt, filth",JLPT N1
よし (かん),よし (かん),all right!,JLPT N1
良し,よし,all right!,JLPT N1
善し悪し,よしあし,"good or bad, merits or demerits, quality",JLPT N1
余所見,よそみ,"looking away, looking aside",JLPT N1
余地,よち,"place, room, margin",JLPT N1
よって (よりどころ),よって (よりどころ),"therefore, consequently",JLPT N1
与党,よとう,"government party, (ruling) party in power, government",JLPT N1
呼び止める,よびとめる,to flag down,JLPT N1
夜更し,よふかし,"staying up late, keeping late hours",JLPT N1
夜更け,よふけ,late at night,JLPT N1
余程,よほど,"very, much, to a large extent, quite",JLPT N1
読み上げる,よみあげる,"to read out loud (and clearly), to call a roll",JLPT N1
～寄り,～より,"near to ~ (e.g., North by East)",JLPT N1
寄り掛かる,よりかかる,"to lean against, to recline on, to lean on, to rely on",JLPT N1
世論,よろん,public opinion,JLPT N1
弱る,よわる,"to weaken, to be troubled, to be emaciated",JLPT N1
来場,らいじょう,attendance,JLPT N1
ライス,ライス,rice,JLPT N1
酪農,らくのう,dairy farming,JLPT N1
落下,らっか,"fall, drop, come down",JLPT N1
楽観,らっかん,optimism,JLPT N1
ランプ,ランプ,lamp; ramp,JLPT N1
濫用,らんよう,"abuse, misuse, using to excess",JLPT N1
リード,リード,lead; reed,JLPT N1
理屈,りくつ,"theory, reason",JLPT N1
利子,りし,interest (bank),JLPT N1
利潤,りじゅん,"profit, returns",JLPT N1
理性,りせい,"reason, sense",JLPT N1
利息,りそく,interest (bank),JLPT N1
立体,りったい,solid body,JLPT N1
立方,りっぽう,cube,JLPT N1
立法,りっぽう,"legislation, lawmaking",JLPT N1
利点,りてん,"advantage, point in favor",JLPT N1
略奪,りゃくだつ,"pillage, looting, robbery",JLPT N1
略語,りゃくご,"abbreviation, acronym",JLPT N1
流通,りゅうつう,"circulation of money or goods, distribution",JLPT N1
領域,りょういき,"area, territory, region",JLPT N1
了解,りょうかい,"comprehension, consent, understanding",JLPT N1
領海,りょうかい,territorial waters,JLPT N1
両極,りょうきょく,"both extremities, north and south poles",JLPT N1
良好,りょうこう,"favorable, satisfactory",JLPT N1
良識,りょうしき,good sense,JLPT N1
良質,りょうしつ,"good quality, superior quality",JLPT N1
了承,りょうしょう,"acknowledgment, understanding",JLPT N1
良心,りょうしん,conscience,JLPT N1
領地,りょうち,territory,JLPT N1
領土,りょうど,"territory, possession",JLPT N1
両立,りょうりつ,"compatibility, coexistence, standing together",JLPT N1
旅客,りょかく,passenger,JLPT N1
旅券,りょけん,passport,JLPT N1
履歴,りれき,"personal history, background, log",JLPT N1
理論,りろん,theory,JLPT N1
林業,りんぎょう,forestry,JLPT N1
類,るい,"kind, class, family",JLPT N1
類推,るいすい,analogy,JLPT N1
類似,るいじ,analogous,JLPT N1
ルーズ,ルーズ,loose,JLPT N1
冷酷,れいこく,"cruelty, coldheartedness, ruthless",JLPT N1
冷蔵,れいぞう,refrigeration,JLPT N1
冷淡,れいたん,"coolness, indifference",JLPT N1
レース,レース,race; lace,JLPT N1
レギュラー,レギュラー,regular,JLPT N1
レッスン,レッスン,lesson,JLPT N1
レディー,レディー,lady,JLPT N1
レバー,レバー,lever; liver,JLPT N1
恋愛,れんあい,"love, romance",JLPT N1
バッテリー,バッテリー,battery,JLPT N1
バット,バット,"bat, vat",JLPT N1
発病,はつびょう,"attack, to become sick",JLPT N1
初耳,はつみみ,something heard for the first time,JLPT N1
果て,はて,"the end, the extremity, the limit(s)",JLPT N1
果てる,はてる,"to end, to be finished, to be exhausted",JLPT N1
ばてる,ばてる,"to be exhausted, to be worn out",JLPT N1
パトカー,パトカー,patrol car,JLPT N1
甚だ,はなはだ,"very, greatly, exceedingly",JLPT N1
華々しい,はなばなしい,"brilliant, magnificent, spectacular",JLPT N1
花びら,はなびら,(flower) petal,JLPT N1
華やか,はなやか,"brilliant, gorgeous, florid",JLPT N1
阻む,はばむ,"to keep someone from doing, to stop, to oppose",JLPT N1
浜,はま,"beach, seashore",JLPT N1
浜辺,はまべ,"beach, foreshore",JLPT N1
はまる,はまる,"to get into, to go into, to fit, to be fit for, to suit",JLPT N1
早める,はやめる,"to hasten, to quicken, to accelerate",JLPT N1
腹立ち,はらだち,anger,JLPT N1
原っぱ,はらっぱ,"open field, empty lot, plain",JLPT N1
はらはら,はらはら,feel nervous,JLPT N1
ばらまく,ばらまく,"to disseminate, to scatter",JLPT N1
張り紙,はりがみ,"notice, poster",JLPT N1
遥か,はるか,"far, far-away, distant",JLPT N1
破裂,はれつ,"explosion, rupture, break off",JLPT N1
腫れる,はれる,"to swell (from inflammation, to become swollen)",JLPT N1
繁栄,はんえい,"prospering, prosperity, flourishing",JLPT N1
版画,はんが,art print,JLPT N1
ハンガー,ハンガー,(coat) hanger,JLPT N1
反感,はんかん,"antipathy, revolt, animosity",JLPT N1
反響,はんきょう,"echo, reverberation, repercussion",JLPT N1
パンク,パンク,"puncture, bursting; punk",JLPT N1
反撃,はんげき,"counterattack, counteroffensive, counterblow",JLPT N1
判決,はんけつ,"judicial decision, judgment, sentence, decree",JLPT N1
反射,はんしゃ,"reflection, reverberation",JLPT N1
繁盛,はんじょう,"prosperity, flourishing, thriving",JLPT N1
繁殖,はんしょく,"breed, multiply, propagation",JLPT N1
反する,はんする,"to be inconsistent with, to oppose, to contradict",JLPT N1
判定,はんてい,"judgment, decision, award, verdict",JLPT N1
万人,ばんにん,"all people, everybody, 10000 people",JLPT N1
晩年,ばんねん,(one's) last years,JLPT N1
反応,はんのう,"reaction, response",JLPT N1
万能,ばんのう,"all-purpose, almighty, omnipotent",JLPT N1
半端,はんぱ,"fragment, fraction, incompleteness",JLPT N1
反発,はんぱつ,"repelling, rebound, oppose",JLPT N1
反乱,はんらん,"rebellion, revolt, uprising",JLPT N1
氾濫,はんらん,"overflowing, flood",JLPT N1
美,び,beauty,JLPT N1
ひいては,ひいては,"not only…but also, in addition to, consequently",JLPT N1
ビールス,ビールス,virus,JLPT N1
控室,ひかえしつ,waiting room,JLPT N1
控える,ひかえる,to hold back; to make notes,JLPT N1
悲観,ひかん,"pessimism, disappointment",JLPT N1
引き上げる,ひきあげる,"to withdraw, to leave, to pull out",JLPT N1
率いる,ひきいる,"to lead, to spearhead (a group), to command (troops)",JLPT N1
引き起こす,ひきおこす,to cause,JLPT N1
引下げる,ひきさげる,"to pull down, to lower, to reduce, to withdraw",JLPT N1
引きずる,ひきずる,"to drag along, to pull, to prolong",JLPT N1
引取る,ひきとる,to take back; to adopt; to leave,JLPT N1
否決,ひけつ,"rejection, negation, voting down",JLPT N1
日頃,ひごろ,"normally, habitually",JLPT N1
久しい,ひさしい,"long, long-continued, old (story)",JLPT N1
悲惨,ひさん,"tragedy, disaster; misery, wretched, pitiful",JLPT N1
ビジネス,ビジネス,business,JLPT N1
比重,ひじゅう,specific gravity,JLPT N1
美術,びじゅつ,"art, fine arts",JLPT N1
秘書,ひしょ,(private) secretary,JLPT N1
微笑,びしょう,smile,JLPT N1
歪む,ひずむ,"to warp, to be distorted",JLPT N1
密か,ひそか,"secret, private, surreptitious",JLPT N1
浸す,ひたす,"to soak, to dip, to drench",JLPT N1
ひたすら,ひたすら,"nothing but, earnestly, intently",JLPT N1
左利き,ひだりきき,"left-handedness, sake drinker, left-hander",JLPT N1
引っ掻く,ひっかく,to scratch,JLPT N1
必修,ひっしゅう,required (subject),JLPT N1
びっしょり,びっしょり,"wet through, drenched",JLPT N1
必然,ひつぜん,"inevitable, necessary",JLPT N1
匹敵,ひってき,"comparing with, rival, equal",JLPT N1
一息,ひといき,"a breath, a pause, an effort",JLPT N1
人影,ひとかげ,"man's shadow, soul",JLPT N1
人柄,ひとがら,"personality, character",JLPT N1
人気,ひとけ,sign of life,JLPT N1
一頃,ひところ,"once, some time ago",JLPT N1
人質,ひとじち,hostage,JLPT N1
一筋,ひとすじ,"a line, earnestly, blindly, straightforwardly",JLPT N1
人目,ひとめ,"glimpse, public gaze",JLPT N1
日取り,ひどり,"fixed date, appointed day",JLPT N1
雛,ひな,"young bird, chick, doll",JLPT N1
雛祭,ひなまつり,Girls' (dolls') Festival,JLPT N1
日向,ひなた,"sunny place, in the sun",JLPT N1
非難,ひなん,"blame, attack, criticism",JLPT N1
避難,ひなん,"taking refuge, finding shelter",JLPT N1
日の丸,ひのまる,the Japanese flag,JLPT N1
火花,ひばな,spark,JLPT N1
ひび (かべの～),ひび (かべの～),"crack, fissure, flaw",JLPT N1
悲鳴,ひめい,"shriek, scream",JLPT N1
